Date,City,Country,% Change In Waze Driven Miles/KMs
"Jun 17, 2020",Maipu,Chile,0.12
"Jun 17, 2020",Liverpool,United Kingdom,0.14
"Jun 17, 2020",Ipoh,Malaysia,0.15
"Jun 17, 2020",Riga,Latvia,0.18
"Jun 17, 2020",Kaunas,Lithuania,0.19
"Jun 17, 2020",Lviv,Ukraine,0.22
"Jun 17, 2020",Kyiv,Ukraine,0.51
"Jun 16, 2020",Cali,Colombia,-0.79
"Jun 16, 2020",Cambridge,United States,-0.75
"Jun 16, 2020",Las Condes,Chile,-0.64
"Jun 16, 2020",Brasilia,Brazil,-0.64
"Jun 16, 2020",Makati,Philippines,-0.63
"Jun 16, 2020",Cincinnati,United States,-0.62
"Jun 16, 2020",Tampa,United States,-0.61
"Jun 16, 2020",Brussels,Belgium,-0.61
"Jun 16, 2020",Medellin,Colombia,-0.6
"Jun 16, 2020",Lima,Peru,-0.6
"Jun 16, 2020",Mexico City,Mexico,-0.58
"Jun 16, 2020",New Orleans,United States,-0.58
"Jun 16, 2020",Denver,United States,-0.56
"Jun 16, 2020",Quito,Ecuador,-0.56
"Jun 16, 2020",Bogota,Colombia,-0.56
"Jun 16, 2020",Monterrey,Mexico,-0.56
"Jun 16, 2020",Florianopolis,Brazil,-0.55
"Jun 16, 2020",Madrid,Spain,-0.55
"Jun 16, 2020",Bristol,United Kingdom,-0.55
"Jun 16, 2020",San Jose,United States,-0.54
"Jun 16, 2020",Mississauga,Canada,-0.53
"Jun 16, 2020",Buenos Aires,Argentina,-0.53
"Jun 16, 2020",Austin,United States,-0.53
"Jun 16, 2020",San Francisco,United States,-0.53
"Jun 16, 2020",Santiago De Queretaro,Mexico,-0.52
"Jun 16, 2020",Recife,Brazil,-0.52
"Jun 16, 2020",Los Angeles,United States,-0.52
"Jun 16, 2020",Puebla City,Mexico,-0.52
"Jun 16, 2020",Cape Town,South Africa,-0.51
"Jun 16, 2020",Miami Beach,United States,-0.51
"Jun 16, 2020",Santiago,Chile,-0.51
"Jun 16, 2020",Lisbon,Portugal,-0.51
"Jun 16, 2020",Barcelona,Spain,-0.51
"Jun 16, 2020",Zapopan,Mexico,-0.5
"Jun 16, 2020",Boston,United States,-0.5
"Jun 16, 2020",Berlin,Germany,-0.5
"Jun 16, 2020",Jakarta,Indonesia,-0.5
"Jun 16, 2020",San Diego,United States,-0.5
"Jun 16, 2020",Tangerang,Indonesia,-0.49
"Jun 16, 2020",Miami,United States,-0.49
"Jun 16, 2020",Irvine,United States,-0.49
"Jun 16, 2020",Salvador,Brazil,-0.48
"Jun 16, 2020",Seattle,United States,-0.48
"Jun 16, 2020",Pittsburgh,United States,-0.48
"Jun 16, 2020",Phoenix,United States,-0.47
"Jun 16, 2020",Quezon City,Philippines,-0.47
"Jun 16, 2020",Washington,United States,-0.47
"Jun 16, 2020",Detroit,United States,-0.46
"Jun 16, 2020",Dallas,United States,-0.46
"Jun 16, 2020",Atlanta,United States,-0.45
"Jun 16, 2020",Portland,United States,-0.45
"Jun 16, 2020",Oakland,United States,-0.45
"Jun 16, 2020",Ghent,Belgium,-0.45
"Jun 16, 2020",Fort Lauderdale,United States,-0.44
"Jun 16, 2020",Charlotte,United States,-0.44
"Jun 16, 2020",Rio De Janeiro,Brazil,-0.44
"Jun 16, 2020",San Jose,Costa Rica,-0.44
"Jun 16, 2020",Houston,United States,-0.44
"Jun 16, 2020",Toronto,Canada,-0.43
"Jun 16, 2020",San Antonio,United States,-0.43
"Jun 16, 2020",Vaughan,Canada,-0.43
"Jun 16, 2020",Vitoria,Brazil,-0.42
"Jun 16, 2020",Raleigh,United States,-0.42
"Jun 16, 2020",Birmingham,United Kingdom,-0.42
"Jun 16, 2020",Ottawa,Canada,-0.41
"Jun 16, 2020",Amsterdam,Netherlands,-0.41
"Jun 16, 2020",Nashville,United States,-0.41
"Jun 16, 2020",Sacramento,United States,-0.41
"Jun 16, 2020",Guadalajara,Mexico,-0.4
"Jun 16, 2020",Manila,Philippines,-0.4
"Jun 16, 2020",Baltimore,United States,-0.4
"Jun 16, 2020",Chicago,United States,-0.39
"Jun 16, 2020",Quebec City,Canada,-0.39
"Jun 16, 2020",Orlando,United States,-0.38
"Jun 16, 2020",Singapore,Singapore,-0.38
"Jun 16, 2020",Sao Paulo,Brazil,-0.37
"Jun 16, 2020",Milan,Italy,-0.37
"Jun 16, 2020",Belo Horizonte,Brazil,-0.37
"Jun 16, 2020",Fortaleza,Brazil,-0.36
"Jun 16, 2020",Doha,Qatar,-0.36
"Jun 16, 2020",Philadelphia,United States,-0.35
"Jun 16, 2020",Warsaw,Poland,-0.35
"Jun 16, 2020",Guarulhos,Brazil,-0.34
"Jun 16, 2020",Montreal,Canada,-0.34
"Jun 16, 2020",Liverpool,United Kingdom,-0.34
"Jun 16, 2020",Porto Alegre,Brazil,-0.34
"Jun 16, 2020",Calgary,Canada,-0.33
"Jun 16, 2020",Rome,Italy,-0.33
"Jun 16, 2020",New York,United States,-0.32
"Jun 16, 2020",Manchester,United Kingdom,-0.32
"Jun 16, 2020",Sydney,Australia,-0.31
"Jun 16, 2020",Jersey City,United States,-0.31
"Jun 16, 2020",London,United Kingdom,-0.31
"Jun 16, 2020",Melbourne,Australia,-0.31
"Jun 16, 2020",Antwerp,Belgium,-0.29
"Jun 16, 2020",Fort Worth,United States,-0.29
"Jun 16, 2020",Curitiba,Brazil,-0.28
"Jun 16, 2020",Montevideo,Uruguay,-0.28
"Jun 16, 2020",Hamilton,Canada,-0.27
"Jun 16, 2020",Kuala Lumpur,Malaysia,-0.25
"Jun 16, 2020",Petaling Jaya,Malaysia,-0.24
"Jun 16, 2020",Minneapolis,United States,-0.23
"Jun 16, 2020",Brisbane,Australia,-0.22
"Jun 16, 2020",Lille,France,-0.22
"Jun 16, 2020",Hartford,United States,-0.2
"Jun 16, 2020",Maipu,Chile,-0.2
"Jun 16, 2020",Bratislava,Slovakia,-0.2
"Jun 16, 2020",Johor Bahru,Malaysia,-0.2
"Jun 16, 2020",Toulouse,France,-0.18
"Jun 16, 2020",Puchong,Malaysia,-0.16
"Jun 16, 2020",Gold Coast,Australia,-0.16
"Jun 16, 2020",Bordeaux,France,-0.15
"Jun 16, 2020",Rotterdam,Netherlands,-0.14
"Jun 16, 2020",Shah Alam,Malaysia,-0.14
"Jun 16, 2020",Jerusalem,Israel,-0.11
"Jun 16, 2020",Bucharest,Romania,-0.06
"Jun 16, 2020",Petah Tikva,Israel,-0.06
"Jun 16, 2020",Bekasi,Indonesia,-0.05
"Jun 16, 2020",Budapest,Hungary,-0.05
"Jun 16, 2020",Paris,France,-0.04
"Jun 16, 2020",Ramat Gan,Israel,-0.03
"Jun 16, 2020",Marseille,France,-0.02
"Jun 16, 2020",Tel Aviv-Yafo,Israel,-0.01
"Jun 16, 2020",Haifa,Israel,-0.01
"Jun 16, 2020",Rishon Letsiyon,Israel,0.0
"Jun 16, 2020",Lyon,France,0.01
"Jun 16, 2020",Be'er Sheva,Israel,0.03
"Jun 16, 2020",Brno,Czechia,0.03
"Jun 16, 2020",South Tangerang,Indonesia,0.03
"Jun 16, 2020",Ipoh,Malaysia,0.04
"Jun 16, 2020",Perth,Australia,0.05
"Jun 16, 2020",Vilnius,Lithuania,0.09
"Jun 16, 2020",Prague,Czechia,0.1
"Jun 16, 2020",Riga,Latvia,0.12
"Jun 16, 2020",Stockholm,Sweden,0.14
"Jun 16, 2020",Kaunas,Lithuania,0.16
"Jun 16, 2020",Luton,United Kingdom,0.21
"Jun 16, 2020",Lviv,Ukraine,0.45
"Jun 16, 2020",Kyiv,Ukraine,0.58
"Jun 15, 2020",Cali,Colombia,-0.77
"Jun 15, 2020",Bogota,Colombia,-0.75
"Jun 15, 2020",Miami Beach,United States,-0.75
"Jun 15, 2020",Medellin,Colombia,-0.74
"Jun 15, 2020",South Tangerang,Indonesia,-0.73
"Jun 15, 2020",Buenos Aires,Argentina,-0.7
"Jun 15, 2020",Las Condes,Chile,-0.7
"Jun 15, 2020",Krakow,Poland,-0.66
"Jun 15, 2020",Lima,Peru,-0.64
"Jun 15, 2020",Makati,Philippines,-0.63
"Jun 15, 2020",Brasilia,Brazil,-0.62
"Jun 15, 2020",Santiago,Chile,-0.6
"Jun 15, 2020",Cape Town,South Africa,-0.59
"Jun 15, 2020",Mexico City,Mexico,-0.56
"Jun 15, 2020",Florianopolis,Brazil,-0.55
"Jun 15, 2020",Madrid,Spain,-0.55
"Jun 15, 2020",Santiago De Queretaro,Mexico,-0.54
"Jun 15, 2020",Zapopan,Mexico,-0.54
"Jun 15, 2020",Hartford,United States,-0.53
"Jun 15, 2020",Puebla City,Mexico,-0.53
"Jun 15, 2020",Cambridge,United States,-0.51
"Jun 15, 2020",Jakarta,Indonesia,-0.5
"Jun 15, 2020",Barcelona,Spain,-0.5
"Jun 15, 2020",New Orleans,United States,-0.5
"Jun 15, 2020",Birmingham,United Kingdom,-0.49
"Jun 15, 2020",Orlando,United States,-0.48
"Jun 15, 2020",Austin,United States,-0.48
"Jun 15, 2020",San Jose,Costa Rica,-0.47
"Jun 15, 2020",Boston,United States,-0.46
"Jun 15, 2020",Quebec City,Canada,-0.46
"Jun 15, 2020",Salvador,Brazil,-0.46
"Jun 15, 2020",Quezon City,Philippines,-0.46
"Jun 15, 2020",Brussels,Belgium,-0.46
"Jun 15, 2020",Tampa,United States,-0.46
"Jun 15, 2020",San Diego,United States,-0.45
"Jun 15, 2020",Fort Lauderdale,United States,-0.45
"Jun 15, 2020",Recife,Brazil,-0.45
"Jun 15, 2020",Detroit,United States,-0.44
"Jun 15, 2020",Pittsburgh,United States,-0.44
"Jun 15, 2020",Miami,United States,-0.44
"Jun 15, 2020",Jersey City,United States,-0.43
"Jun 15, 2020",San Francisco,United States,-0.43
"Jun 15, 2020",Manila,Philippines,-0.43
"Jun 15, 2020",Vitoria,Brazil,-0.43
"Jun 15, 2020",Los Angeles,United States,-0.43
"Jun 15, 2020",Bristol,United Kingdom,-0.43
"Jun 15, 2020",Melbourne,Australia,-0.43
"Jun 15, 2020",Amsterdam,Netherlands,-0.43
"Jun 15, 2020",Cincinnati,United States,-0.42
"Jun 15, 2020",Monterrey,Mexico,-0.42
"Jun 15, 2020",Lisbon,Portugal,-0.42
"Jun 15, 2020",Portland,United States,-0.41
"Jun 15, 2020",Liverpool,United Kingdom,-0.41
"Jun 15, 2020",Denver,United States,-0.4
"Jun 15, 2020",Sacramento,United States,-0.4
"Jun 15, 2020",Manchester,United Kingdom,-0.39
"Jun 15, 2020",Irvine,United States,-0.39
"Jun 15, 2020",San Jose,United States,-0.39
"Jun 15, 2020",Washington,United States,-0.39
"Jun 15, 2020",Warsaw,Poland,-0.38
"Jun 15, 2020",Charlotte,United States,-0.38
"Jun 15, 2020",Doha,Qatar,-0.38
"Jun 15, 2020",Maipu,Chile,-0.38
"Jun 15, 2020",Quito,Ecuador,-0.38
"Jun 15, 2020",Guadalajara,Mexico,-0.38
"Jun 15, 2020",Singapore,Singapore,-0.38
"Jun 15, 2020",Rio De Janeiro,Brazil,-0.38
"Jun 15, 2020",Atlanta,United States,-0.37
"Jun 15, 2020",Houston,United States,-0.37
"Jun 15, 2020",Mississauga,Canada,-0.37
"Jun 15, 2020",Dallas,United States,-0.37
"Jun 15, 2020",Antwerp,Belgium,-0.36
"Jun 15, 2020",Phoenix,United States,-0.35
"Jun 15, 2020",Rome,Italy,-0.35
"Jun 15, 2020",Seattle,United States,-0.34
"Jun 15, 2020",Chicago,United States,-0.34
"Jun 15, 2020",Raleigh,United States,-0.33
"Jun 15, 2020",Nashville,United States,-0.33
"Jun 15, 2020",Baltimore,United States,-0.33
"Jun 15, 2020",Minneapolis,United States,-0.33
"Jun 15, 2020",Oakland,United States,-0.32
"Jun 15, 2020",San Antonio,United States,-0.32
"Jun 15, 2020",Sao Paulo,Brazil,-0.31
"Jun 15, 2020",Sydney,Australia,-0.3
"Jun 15, 2020",Ottawa,Canada,-0.3
"Jun 15, 2020",Belo Horizonte,Brazil,-0.3
"Jun 15, 2020",London,United Kingdom,-0.3
"Jun 15, 2020",Bekasi,Indonesia,-0.29
"Jun 15, 2020",Philadelphia,United States,-0.28
"Jun 15, 2020",Toronto,Canada,-0.28
"Jun 15, 2020",Milan,Italy,-0.27
"Jun 15, 2020",Montreal,Canada,-0.27
"Jun 15, 2020",Guarulhos,Brazil,-0.26
"Jun 15, 2020",Rotterdam,Netherlands,-0.26
"Jun 15, 2020",New York,United States,-0.24
"Jun 15, 2020",Fortaleza,Brazil,-0.24
"Jun 15, 2020",Fort Worth,United States,-0.24
"Jun 15, 2020",Kuala Lumpur,Malaysia,-0.23
"Jun 15, 2020",Curitiba,Brazil,-0.22
"Jun 15, 2020",Lille,France,-0.22
"Jun 15, 2020",Montevideo,Uruguay,-0.22
"Jun 15, 2020",Petaling Jaya,Malaysia,-0.22
"Jun 15, 2020",Perth,Australia,-0.2
"Jun 15, 2020",Porto Alegre,Brazil,-0.19
"Jun 15, 2020",Vaughan,Canada,-0.19
"Jun 15, 2020",Toulouse,France,-0.17
"Jun 15, 2020",Ghent,Belgium,-0.16
"Jun 15, 2020",Johor Bahru,Malaysia,-0.14
"Jun 15, 2020",Jerusalem,Israel,-0.14
"Jun 15, 2020",Brisbane,Australia,-0.13
"Jun 15, 2020",Calgary,Canada,-0.11
"Jun 15, 2020",Lyon,France,-0.11
"Jun 15, 2020",Shah Alam,Malaysia,-0.1
"Jun 15, 2020",Bordeaux,France,-0.08
"Jun 15, 2020",Hamilton,Canada,-0.07
"Jun 15, 2020",Petah Tikva,Israel,-0.06
"Jun 15, 2020",Bucharest,Romania,-0.05
"Jun 15, 2020",Paris,France,-0.05
"Jun 15, 2020",Budapest,Hungary,-0.04
"Jun 15, 2020",Stockholm,Sweden,-0.04
"Jun 15, 2020",Puchong,Malaysia,-0.04
"Jun 15, 2020",Gold Coast,Australia,-0.03
"Jun 15, 2020",Vilnius,Lithuania,-0.03
"Jun 15, 2020",Be'er Sheva,Israel,-0.02
"Jun 15, 2020",Ramat Gan,Israel,-0.01
"Jun 15, 2020",Haifa,Israel,-0.01
"Jun 15, 2020",Tel Aviv-Yafo,Israel,-0.01
"Jun 15, 2020",Rishon Letsiyon,Israel,0.0
"Jun 15, 2020",Marseille,France,0.04
"Jun 15, 2020",Prague,Czechia,0.04
"Jun 15, 2020",Brno,Czechia,0.04
"Jun 15, 2020",Bratislava,Slovakia,0.08
"Jun 15, 2020",Kaunas,Lithuania,0.08
"Jun 15, 2020",Tangerang,Indonesia,0.09
"Jun 15, 2020",Riga,Latvia,0.15
"Jun 15, 2020",Ipoh,Malaysia,0.17
"Jun 15, 2020",Lviv,Ukraine,0.18
"Jun 15, 2020",Berlin,Germany,0.29
"Jun 15, 2020",Kyiv,Ukraine,0.54
"Jun 14, 2020",Lima,Peru,-0.9
"Jun 14, 2020",Las Condes,Chile,-0.81
"Jun 14, 2020",New Orleans,United States,-0.76
"Jun 14, 2020",Cambridge,United States,-0.75
"Jun 14, 2020",Buenos Aires,Argentina,-0.75
"Jun 14, 2020",Barcelona,Spain,-0.73
"Jun 14, 2020",Liverpool,United Kingdom,-0.72
"Jun 14, 2020",Florianopolis,Brazil,-0.72
"Jun 14, 2020",Cali,Colombia,-0.69
"Jun 14, 2020",Quito,Ecuador,-0.69
"Jun 14, 2020",Birmingham,United Kingdom,-0.68
"Jun 14, 2020",Santiago,Chile,-0.68
"Jun 14, 2020",San Jose,Costa Rica,-0.67
"Jun 14, 2020",Cape Town,South Africa,-0.66
"Jun 14, 2020",Jakarta,Indonesia,-0.65
"Jun 14, 2020",Bogota,Colombia,-0.65
"Jun 14, 2020",Mexico City,Mexico,-0.65
"Jun 14, 2020",Bristol,United Kingdom,-0.64
"Jun 14, 2020",Madrid,Spain,-0.63
"Jun 14, 2020",Salvador,Brazil,-0.63
"Jun 14, 2020",Recife,Brazil,-0.62
"Jun 14, 2020",Quezon City,Philippines,-0.61
"Jun 14, 2020",Denver,United States,-0.6
"Jun 14, 2020",Miami Beach,United States,-0.59
"Jun 14, 2020",Maipu,Chile,-0.59
"Jun 14, 2020",Manila,Philippines,-0.57
"Jun 14, 2020",Bekasi,Indonesia,-0.55
"Jun 14, 2020",Miami,United States,-0.55
"Jun 14, 2020",Rio De Janeiro,Brazil,-0.54
"Jun 14, 2020",Makati,Philippines,-0.54
"Jun 14, 2020",Amsterdam,Netherlands,-0.53
"Jun 14, 2020",Monterrey,Mexico,-0.52
"Jun 14, 2020",Fort Lauderdale,United States,-0.51
"Jun 14, 2020",Portland,United States,-0.51
"Jun 14, 2020",San Francisco,United States,-0.5
"Jun 14, 2020",Luton,United Kingdom,-0.5
"Jun 14, 2020",Santiago De Queretaro,Mexico,-0.5
"Jun 14, 2020",Brasilia,Brazil,-0.49
"Jun 14, 2020",Tangerang,Indonesia,-0.49
"Jun 14, 2020",Medellin,Colombia,-0.49
"Jun 14, 2020",Zapopan,Mexico,-0.48
"Jun 14, 2020",Belo Horizonte,Brazil,-0.48
"Jun 14, 2020",Vitoria,Brazil,-0.47
"Jun 14, 2020",Mississauga,Canada,-0.47
"Jun 14, 2020",Oakland,United States,-0.47
"Jun 14, 2020",Brussels,Belgium,-0.47
"Jun 14, 2020",Boston,United States,-0.46
"Jun 14, 2020",Puebla City,Mexico,-0.46
"Jun 14, 2020",Fortaleza,Brazil,-0.45
"Jun 14, 2020",Los Angeles,United States,-0.45
"Jun 14, 2020",Perth,Australia,-0.44
"Jun 14, 2020",Detroit,United States,-0.44
"Jun 14, 2020",San Jose,United States,-0.44
"Jun 14, 2020",London,United Kingdom,-0.43
"Jun 14, 2020",Sao Paulo,Brazil,-0.42
"Jun 14, 2020",Ghent,Belgium,-0.41
"Jun 14, 2020",Ottawa,Canada,-0.4
"Jun 14, 2020",Singapore,Singapore,-0.4
"Jun 14, 2020",Guadalajara,Mexico,-0.39
"Jun 14, 2020",Krakow,Poland,-0.39
"Jun 14, 2020",Melbourne,Australia,-0.38
"Jun 14, 2020",San Diego,United States,-0.37
"Jun 14, 2020",Washington,United States,-0.37
"Jun 14, 2020",Quebec City,Canada,-0.37
"Jun 14, 2020",Curitiba,Brazil,-0.36
"Jun 14, 2020",Tampa,United States,-0.36
"Jun 14, 2020",Phoenix,United States,-0.35
"Jun 14, 2020",Doha,Qatar,-0.35
"Jun 14, 2020",Antwerp,Belgium,-0.35
"Jun 14, 2020",Hartford,United States,-0.35
"Jun 14, 2020",Guarulhos,Brazil,-0.35
"Jun 14, 2020",Austin,United States,-0.34
"Jun 14, 2020",Sydney,Australia,-0.34
"Jun 14, 2020",Orlando,United States,-0.34
"Jun 14, 2020",Manchester,United Kingdom,-0.33
"Jun 14, 2020",Chicago,United States,-0.32
"Jun 14, 2020",Kuala Lumpur,Malaysia,-0.31
"Jun 14, 2020",Toronto,Canada,-0.31
"Jun 14, 2020",New York,United States,-0.31
"Jun 14, 2020",Raleigh,United States,-0.31
"Jun 14, 2020",Johor Bahru,Malaysia,-0.31
"Jun 14, 2020",Seattle,United States,-0.3
"Jun 14, 2020",Montreal,Canada,-0.29
"Jun 14, 2020",Houston,United States,-0.29
"Jun 14, 2020",Baltimore,United States,-0.28
"Jun 14, 2020",Pittsburgh,United States,-0.27
"Jun 14, 2020",Dallas,United States,-0.25
"Jun 14, 2020",Atlanta,United States,-0.24
"Jun 14, 2020",Milan,Italy,-0.24
"Jun 14, 2020",Petaling Jaya,Malaysia,-0.22
"Jun 14, 2020",Nashville,United States,-0.22
"Jun 14, 2020",San Antonio,United States,-0.22
"Jun 14, 2020",Philadelphia,United States,-0.21
"Jun 14, 2020",Montevideo,Uruguay,-0.21
"Jun 14, 2020",Lisbon,Portugal,-0.21
"Jun 14, 2020",Rome,Italy,-0.2
"Jun 14, 2020",Hamilton,Canada,-0.19
"Jun 14, 2020",Fort Worth,United States,-0.19
"Jun 14, 2020",Rotterdam,Netherlands,-0.19
"Jun 14, 2020",Vaughan,Canada,-0.17
"Jun 14, 2020",Cincinnati,United States,-0.17
"Jun 14, 2020",Calgary,Canada,-0.16
"Jun 14, 2020",Puchong,Malaysia,-0.16
"Jun 14, 2020",Porto Alegre,Brazil,-0.15
"Jun 14, 2020",South Tangerang,Indonesia,-0.15
"Jun 14, 2020",Sacramento,United States,-0.14
"Jun 14, 2020",Shah Alam,Malaysia,-0.14
"Jun 14, 2020",Charlotte,United States,-0.14
"Jun 14, 2020",Jersey City,United States,-0.13
"Jun 14, 2020",Jerusalem,Israel,-0.12
"Jun 14, 2020",Warsaw,Poland,-0.11
"Jun 14, 2020",Stockholm,Sweden,-0.1
"Jun 14, 2020",Lviv,Ukraine,-0.1
"Jun 14, 2020",Bucharest,Romania,-0.09
"Jun 14, 2020",Paris,France,-0.09
"Jun 14, 2020",Brisbane,Australia,-0.08
"Jun 14, 2020",Petah Tikva,Israel,-0.07
"Jun 14, 2020",Lyon,France,-0.05
"Jun 14, 2020",Irvine,United States,-0.05
"Jun 14, 2020",Toulouse,France,-0.04
"Jun 14, 2020",Bratislava,Slovakia,-0.03
"Jun 14, 2020",Berlin,Germany,-0.02
"Jun 14, 2020",Ramat Gan,Israel,-0.02
"Jun 14, 2020",Gold Coast,Australia,0.0
"Jun 14, 2020",Lille,France,0.0
"Jun 14, 2020",Brno,Czechia,0.01
"Jun 14, 2020",Tel Aviv-Yafo,Israel,0.02
"Jun 14, 2020",Bordeaux,France,0.02
"Jun 14, 2020",Marseille,France,0.02
"Jun 14, 2020",Haifa,Israel,0.05
"Jun 14, 2020",Budapest,Hungary,0.05
"Jun 14, 2020",Minneapolis,United States,0.06
"Jun 14, 2020",Rishon Letsiyon,Israel,0.07
"Jun 14, 2020",Vilnius,Lithuania,0.08
"Jun 14, 2020",Riga,Latvia,0.12
"Jun 14, 2020",Be'er Sheva,Israel,0.14
"Jun 14, 2020",Kaunas,Lithuania,0.21
"Jun 14, 2020",Prague,Czechia,0.23
"Jun 14, 2020",Ipoh,Malaysia,0.32
"Jun 14, 2020",Kyiv,Ukraine,0.6
"Jun 13, 2020",New Orleans,United States,-0.76
"Jun 13, 2020",South Tangerang,Indonesia,-0.7
"Jun 13, 2020",Quebec City,Canada,-0.69
"Jun 13, 2020",Florianopolis,Brazil,-0.67
"Jun 13, 2020",Recife,Brazil,-0.66
"Jun 13, 2020",Lisbon,Portugal,-0.65
"Jun 13, 2020",Vaughan,Canada,-0.65
"Jun 13, 2020",Jakarta,Indonesia,-0.65
"Jun 13, 2020",Bristol,United Kingdom,-0.64
"Jun 13, 2020",Mexico City,Mexico,-0.64
"Jun 13, 2020",Makati,Philippines,-0.63
"Jun 13, 2020",Buenos Aires,Argentina,-0.63
"Jun 13, 2020",Lima,Peru,-0.63
"Jun 13, 2020",Quito,Ecuador,-0.62
"Jun 13, 2020",Cape Town,South Africa,-0.62
"Jun 13, 2020",Medellin,Colombia,-0.61
"Jun 13, 2020",Santiago,Chile,-0.6
"Jun 13, 2020",Luton,United Kingdom,-0.6
"Jun 13, 2020",Bogota,Colombia,-0.6
"Jun 13, 2020",Brasilia,Brazil,-0.59
"Jun 13, 2020",Manila,Philippines,-0.59
"Jun 13, 2020",Puebla City,Mexico,-0.58
"Jun 13, 2020",Tangerang,Indonesia,-0.58
"Jun 13, 2020",Santiago De Queretaro,Mexico,-0.58
"Jun 13, 2020",Ottawa,Canada,-0.58
"Jun 13, 2020",Quezon City,Philippines,-0.57
"Jun 13, 2020",Salvador,Brazil,-0.57
"Jun 13, 2020",Manchester,United Kingdom,-0.57
"Jun 13, 2020",Portland,United States,-0.56
"Jun 13, 2020",Detroit,United States,-0.55
"Jun 13, 2020",Vitoria,Brazil,-0.55
"Jun 13, 2020",Monterrey,Mexico,-0.55
"Jun 13, 2020",Cali,Colombia,-0.54
"Jun 13, 2020",Rio De Janeiro,Brazil,-0.54
"Jun 13, 2020",Fort Lauderdale,United States,-0.53
"Jun 13, 2020",Boston,United States,-0.53
"Jun 13, 2020",Guadalajara,Mexico,-0.53
"Jun 13, 2020",Zapopan,Mexico,-0.52
"Jun 13, 2020",San Jose,Costa Rica,-0.52
"Jun 13, 2020",Birmingham,United Kingdom,-0.51
"Jun 13, 2020",Belo Horizonte,Brazil,-0.51
"Jun 13, 2020",Las Condes,Chile,-0.5
"Jun 13, 2020",San Francisco,United States,-0.5
"Jun 13, 2020",San Jose,United States,-0.5
"Jun 13, 2020",Seattle,United States,-0.49
"Jun 13, 2020",Los Angeles,United States,-0.49
"Jun 13, 2020",Madrid,Spain,-0.48
"Jun 13, 2020",Miami Beach,United States,-0.48
"Jun 13, 2020",Miami,United States,-0.48
"Jun 13, 2020",Hartford,United States,-0.48
"Jun 13, 2020",Bekasi,Indonesia,-0.48
"Jun 13, 2020",Austin,United States,-0.47
"Jun 13, 2020",Washington,United States,-0.47
"Jun 13, 2020",Denver,United States,-0.47
"Jun 13, 2020",Tampa,United States,-0.46
"Jun 13, 2020",Pittsburgh,United States,-0.45
"Jun 13, 2020",Guarulhos,Brazil,-0.45
"Jun 13, 2020",Oakland,United States,-0.44
"Jun 13, 2020",Cambridge,United States,-0.44
"Jun 13, 2020",Sao Paulo,Brazil,-0.44
"Jun 13, 2020",San Antonio,United States,-0.43
"Jun 13, 2020",Orlando,United States,-0.43
"Jun 13, 2020",Doha,Qatar,-0.42
"Jun 13, 2020",Singapore,Singapore,-0.42
"Jun 13, 2020",Raleigh,United States,-0.41
"Jun 13, 2020",Toronto,Canada,-0.41
"Jun 13, 2020",Chicago,United States,-0.41
"Jun 13, 2020",Cincinnati,United States,-0.4
"Jun 13, 2020",Mississauga,Canada,-0.4
"Jun 13, 2020",San Diego,United States,-0.39
"Jun 13, 2020",Fortaleza,Brazil,-0.38
"Jun 13, 2020",Philadelphia,United States,-0.38
"Jun 13, 2020",Berlin,Germany,-0.37
"Jun 13, 2020",Dallas,United States,-0.37
"Jun 13, 2020",Irvine,United States,-0.37
"Jun 13, 2020",London,United Kingdom,-0.37
"Jun 13, 2020",Kuala Lumpur,Malaysia,-0.37
"Jun 13, 2020",Atlanta,United States,-0.37
"Jun 13, 2020",Rome,Italy,-0.37
"Jun 13, 2020",New York,United States,-0.37
"Jun 13, 2020",Warsaw,Poland,-0.36
"Jun 13, 2020",Bratislava,Slovakia,-0.36
"Jun 13, 2020",Antwerp,Belgium,-0.35
"Jun 13, 2020",Houston,United States,-0.35
"Jun 13, 2020",Maipu,Chile,-0.35
"Jun 13, 2020",Baltimore,United States,-0.35
"Jun 13, 2020",Porto Alegre,Brazil,-0.32
"Jun 13, 2020",Brussels,Belgium,-0.32
"Jun 13, 2020",Sacramento,United States,-0.32
"Jun 13, 2020",Krakow,Poland,-0.31
"Jun 13, 2020",Curitiba,Brazil,-0.31
"Jun 13, 2020",Johor Bahru,Malaysia,-0.31
"Jun 13, 2020",Petaling Jaya,Malaysia,-0.3
"Jun 13, 2020",Barcelona,Spain,-0.3
"Jun 13, 2020",Melbourne,Australia,-0.3
"Jun 13, 2020",Montreal,Canada,-0.29
"Jun 13, 2020",Nashville,United States,-0.29
"Jun 13, 2020",Minneapolis,United States,-0.29
"Jun 13, 2020",Shah Alam,Malaysia,-0.28
"Jun 13, 2020",Milan,Italy,-0.28
"Jun 13, 2020",Jersey City,United States,-0.28
"Jun 13, 2020",Ghent,Belgium,-0.28
"Jun 13, 2020",Fort Worth,United States,-0.28
"Jun 13, 2020",Lyon,France,-0.27
"Jun 13, 2020",Paris,France,-0.27
"Jun 13, 2020",Bordeaux,France,-0.25
"Jun 13, 2020",Marseille,France,-0.24
"Jun 13, 2020",Amsterdam,Netherlands,-0.24
"Jun 13, 2020",Charlotte,United States,-0.24
"Jun 13, 2020",Phoenix,United States,-0.24
"Jun 13, 2020",Montevideo,Uruguay,-0.23
